Date,Region,Product Category,Product,Sales
2025-10-09,South,Diet Drink,Diet Drink A,1181
2025-10-09,South,Diet Drink,Diet Drink B,935
2025-10-09,North,Milkshake,Milkshake B,1017
2025-10-09,East,Functional Beverage,Functional Beverage D,959
2025-10-09,East,Carbonated Drink,Carbonated Drink C,1005
2025-10-09,North,Diet Drink,Diet Drink A,1092
2025-10-09,East,Fruit Juice,Fruit Juice C,1114
2025-10-09,South,Milkshake,Milkshake B,1023
2025-10-09,East,Diet Drink,Diet Drink C,959
2025-10-09,East,Fruit Juice,Fruit Juice B,1271
2025-10-09,East,Diet Drink,Diet Drink D,1352
2025-10-09,South,Milkshake,Milkshake A,499
2025-10-09,East,Functional Beverage,Functional Beverage B,1469
2025-10-09,South,Plant-Based Drink,Plant-Based Drink D,1002
2025-10-09,East,Carbonated Drink,Carbonated Drink C,1196
2025-10-09,South,Carbonated Drink,Carbonated Drink D,1138
2025-10-09,North,Fruit Juice,Fruit Juice C,1092
2025-10-09,South,Fruit Juice,Fruit Juice D,1419
2025-10-09,North,Carbonated Drink,Carbonated Drink C,1145
2025-10-09,South,Milkshake,Milkshake B,1456
2025-10-09,South,Carbonated Drink,Carbonated Drink D,1097
2025-10-09,South,Milkshake,Milkshake B,1177
2025-10-09,North,Milkshake,Milkshake B,1092
2025-10-09,East,Carbonated Drink,Carbonated Drink C,956
2025-10-09,North,Plant-Based Drink,Plant-Based Drink D,1133
2025-10-09,South,Milkshake,Milkshake D,1353
2025-10-09,North,Plant-Based Drink,Plant-Based Drink D,1456
2025-10-09,East,Plant-Based Drink,Plant-Based Drink D,931
2025-10-09,South,Carbonated Drink,Carbonated Drink A,1454
2025-10-09,South,Fruit Juice,Fruit Juice C,923
2025-10-09,South,Milkshake,Milkshake A,915
2025-10-09,East,Diet Drink,Diet Drink A,1197
2025-10-09,North,Fruit Juice,Fruit Juice C,1371
2025-10-09,South,Diet Drink,Diet Drink D,1123
2025-10-09,East,Functional Beverage,Functional Beverage C,996
2025-10-09,East,Carbonated Drink,Carbonated Drink A,1221
2025-10-09,East,Diet Drink,Diet Drink D,1413
2025-10-09,South,Milkshake,Milkshake D,1426
2025-10-09,East,Fruit Juice,Fruit Juice B,1386
2025-10-09,East,Milkshake,Milkshake C,1489
2025-10-09,South,Carbonated Drink,Carbonated Drink D,1121
2025-10-09,East,Fruit Juice,Fruit Juice D,1376
2025-10-09,East,Functional Beverage,Functional Beverage C,1082
2025-10-09,East,Fruit Juice,Fruit Juice D,1212
2025-10-09,North,Plant-Based Drink,Plant-Based Drink C,998
2025-10-09,East,Carbonated Drink,Carbonated Drink D,423
2025-10-09,South,Milkshake,Milkshake D,1028
2025-10-09,North,Functional Beverage,Functional Beverage B,1106
2025-10-09,North,Diet Drink,Diet Drink A,1142
2025-10-09,North,Diet Drink,Diet Drink A,948
