Date,Region,Product Category,Product,Sales
2025-10-28,North,Diet Drink,Diet Drink C,991
2025-10-28,South,Carbonated Drink,Carbonated Drink C,1379
2025-10-28,North,Plant-Based Drink,Plant-Based Drink D,1276
2025-10-28,East,Milkshake,Milkshake A,2562
2025-10-28,East,Diet Drink,Diet Drink D,1325
2025-10-28,North,Carbonated Drink,Carbonated Drink A,405
2025-10-28,North,Carbonated Drink,Carbonated Drink B,2549
2025-10-28,South,Carbonated Drink,Carbonated Drink A,1149
2025-10-28,North,Milkshake,Milkshake B,1162
2025-10-28,South,Milkshake,Milkshake A,903
2025-10-28,East,Fruit Juice,Fruit Juice C,1170
2025-10-28,North,Milkshake,Milkshake C,1068
2025-10-28,East,Carbonated Drink,Carbonated Drink A,1283
2025-10-28,South,Fruit Juice,Fruit Juice D,1142
2025-10-28,North,Carbonated Drink,Carbonated Drink D,1477
2025-10-28,East,Diet Drink,Diet Drink B,1077
2025-10-28,East,Milkshake,Milkshake B,1267
2025-10-28,South,Milkshake,Milkshake C,1439
2025-10-28,South,Fruit Juice,Fruit Juice D,1319
2025-10-28,North,Diet Drink,Diet Drink D,1384
2025-10-28,South,Fruit Juice,Fruit Juice A,941
2025-10-28,East,Fruit Juice,Fruit Juice B,1334
2025-10-28,North,Diet Drink,Diet Drink D,1067
2025-10-28,South,Fruit Juice,Fruit Juice A,1430
2025-10-28,South,Fruit Juice,Fruit Juice C,1023
2025-10-28,South,Fruit Juice,Fruit Juice A,1268
2025-10-28,South,Plant-Based Drink,Plant-Based Drink A,1014
2025-10-28,North,Carbonated Drink,Carbonated Drink C,1021
2025-10-28,East,Carbonated Drink,Carbonated Drink A,1169
2025-10-28,North,Milkshake,Milkshake A,1011
2025-10-28,North,Fruit Juice,Fruit Juice A,1485
2025-10-28,North,Functional Beverage,Functional Beverage B,908
2025-10-28,North,Fruit Juice,Fruit Juice D,1031
2025-10-28,South,Milkshake,Milkshake D,1005
2025-10-28,North,Functional Beverage,Functional Beverage C,2734
2025-10-28,North,Plant-Based Drink,Plant-Based Drink C,940
2025-10-28,North,Carbonated Drink,Carbonated Drink D,1420
2025-10-28,North,Milkshake,Milkshake C,1369
2025-10-28,East,Carbonated Drink,Carbonated Drink B,1205
2025-10-28,North,Functional Beverage,Functional Beverage B,470
2025-10-28,North,Plant-Based Drink,Plant-Based Drink B,1104
2025-10-28,East,Functional Beverage,Functional Beverage B,1218
2025-10-28,South,Fruit Juice,Fruit Juice D,918
2025-10-28,North,Diet Drink,Diet Drink D,1067
2025-10-28,South,Diet Drink,Diet Drink B,1069
2025-10-28,South,Plant-Based Drink,Plant-Based Drink C,1207
2025-10-28,North,Plant-Based Drink,Plant-Based Drink C,1375
2025-10-28,North,Diet Drink,Diet Drink B,1187
2025-10-28,South,Diet Drink,Diet Drink A,342
2025-10-28,South,Diet Drink,Diet Drink D,1073
