Date,Region,Product Category,Product,Sales
2025-10-22,East,Plant-Based Drink,Plant-Based Drink D,1374
2025-10-22,South,Fruit Juice,Fruit Juice D,1348
2025-10-22,North,Fruit Juice,Fruit Juice D,1068
2025-10-22,South,Functional Beverage,Functional Beverage C,1387
2025-10-22,East,Plant-Based Drink,Plant-Based Drink A,983
2025-10-22,South,Plant-Based Drink,Plant-Based Drink B,1016
2025-10-22,North,Carbonated Drink,Carbonated Drink A,1163
2025-10-22,East,Milkshake,Milkshake B,959
2025-10-22,East,Fruit Juice,Fruit Juice B,1472
2025-10-22,East,Carbonated Drink,Carbonated Drink C,1093
2025-10-22,South,Milkshake,Milkshake C,1451
2025-10-22,East,Fruit Juice,Fruit Juice D,1233
2025-10-22,East,Plant-Based Drink,Plant-Based Drink C,1427
2025-10-22,East,Diet Drink,Diet Drink C,1231
2025-10-22,South,Carbonated Drink,Carbonated Drink C,922
2025-10-22,East,Fruit Juice,Fruit Juice D,1085
2025-10-22,East,Fruit Juice,Fruit Juice A,947
2025-10-22,East,Fruit Juice,Fruit Juice A,1186
2025-10-22,East,Functional Beverage,Functional Beverage B,1013
2025-10-22,North,Diet Drink,Diet Drink B,984
2025-10-22,East,Milkshake,Milkshake A,1284
2025-10-22,North,Plant-Based Drink,Plant-Based Drink C,1391
2025-10-22,North,Milkshake,Milkshake A,1094
2025-10-22,North,Milkshake,Milkshake B,920
2025-10-22,East,Fruit Juice,Fruit Juice A,1014
2025-10-22,East,Milkshake,Milkshake A,1152
2025-10-22,East,Carbonated Drink,Carbonated Drink B,1111
2025-10-22,South,Milkshake,Milkshake C,1194
2025-10-22,East,Diet Drink,Diet Drink B,1353
2025-10-22,South,Carbonated Drink,Carbonated Drink A,915
2025-10-22,North,Functional Beverage,Functional Beverage B,1053
2025-10-22,East,Plant-Based Drink,Plant-Based Drink B,928
2025-10-22,East,Fruit Juice,Fruit Juice B,1259
2025-10-22,East,Diet Drink,Diet Drink D,1462
2025-10-22,South,Milkshake,Milkshake B,1075
2025-10-22,East,Plant-Based Drink,Plant-Based Drink D,961
2025-10-22,South,Functional Beverage,Functional Beverage B,907
2025-10-22,South,Plant-Based Drink,Plant-Based Drink A,1380
2025-10-22,East,Diet Drink,Diet Drink D,1143
2025-10-22,South,Milkshake,Milkshake C,1033
2025-10-22,North,Functional Beverage,Functional Beverage C,915
2025-10-22,North,Carbonated Drink,Carbonated Drink A,1110
2025-10-22,North,Diet Drink,Diet Drink D,1075
2025-10-22,East,Carbonated Drink,Carbonated Drink C,1393
2025-10-22,East,Fruit Juice,Fruit Juice C,1201
2025-10-22,South,Plant-Based Drink,Plant-Based Drink A,1253
2025-10-22,East,Carbonated Drink,Carbonated Drink D,919
2025-10-22,South,Fruit Juice,Fruit Juice A,1097
2025-10-22,East,Carbonated Drink,Carbonated Drink C,1236
2025-10-22,North,Plant-Based Drink,Plant-Based Drink A,1300
