Date,Region,Product Category,Product,Sales
2025-10-07,South,Milkshake,Milkshake B,1225
2025-10-07,East,Functional Beverage,Functional Beverage B,996
2025-10-07,North,Milkshake,Milkshake C,1341
2025-10-07,South,Carbonated Drink,Carbonated Drink D,1142
2025-10-07,East,Plant-Based Drink,Plant-Based Drink A,1024
2025-10-07,North,Fruit Juice,Fruit Juice A,1437
2025-10-07,North,Functional Beverage,Functional Beverage A,1407
2025-10-07,North,Carbonated Drink,Carbonated Drink A,1169
2025-10-07,South,Plant-Based Drink,Plant-Based Drink A,1410
2025-10-07,South,Carbonated Drink,Carbonated Drink C,1218
2025-10-07,East,Functional Beverage,Functional Beverage B,996
2025-10-07,East,Diet Drink,Diet Drink A,1366
2025-10-07,East,Carbonated Drink,Carbonated Drink B,1217
2025-10-07,South,Carbonated Drink,Carbonated Drink B,979
2025-10-07,East,Diet Drink,Diet Drink A,1189
2025-10-07,East,Fruit Juice,Fruit Juice B,1232
2025-10-07,East,Functional Beverage,Functional Beverage D,918
2025-10-07,East,Diet Drink,Diet Drink A,1092
2025-10-07,East,Carbonated Drink,Carbonated Drink D,1140
2025-10-07,North,Functional Beverage,Functional Beverage D,1493
2025-10-07,South,Plant-Based Drink,Plant-Based Drink B,1181
2025-10-07,South,Diet Drink,Diet Drink C,1104
2025-10-07,South,Carbonated Drink,Carbonated Drink A,1376
2025-10-07,East,Plant-Based Drink,Plant-Based Drink C,1376
2025-10-07,East,Diet Drink,Diet Drink C,1162
2025-10-07,South,Fruit Juice,Fruit Juice C,1496
2025-10-07,South,Fruit Juice,Fruit Juice B,1174
2025-10-07,North,Fruit Juice,Fruit Juice D,1279
2025-10-07,East,Diet Drink,Diet Drink C,1091
2025-10-07,South,Carbonated Drink,Carbonated Drink B,1295
2025-10-07,East,Carbonated Drink,Carbonated Drink C,1470
2025-10-07,North,Functional Beverage,Functional Beverage A,1306
2025-10-07,North,Fruit Juice,Fruit Juice D,1169
2025-10-07,South,Plant-Based Drink,Plant-Based Drink B,1495
2025-10-07,South,Milkshake,Milkshake A,1081
2025-10-07,South,Carbonated Drink,Carbonated Drink C,1343
2025-10-07,South,Milkshake,Milkshake A,1331
2025-10-07,South,Diet Drink,Diet Drink B,1151
2025-10-07,North,Carbonated Drink,Carbonated Drink C,1144
2025-10-07,East,Fruit Juice,Fruit Juice D,955
2025-10-07,East,Milkshake,Milkshake C,432
2025-10-07,South,Functional Beverage,Functional Beverage A,1366
2025-10-07,South,Functional Beverage,Functional Beverage D,1300
2025-10-07,South,Functional Beverage,Functional Beverage D,983
2025-10-07,East,Plant-Based Drink,Plant-Based Drink D,1446
2025-10-07,South,Milkshake,Milkshake C,1320
2025-10-07,North,Milkshake,Milkshake C,1053
2025-10-07,East,Functional Beverage,Functional Beverage C,1485
2025-10-07,North,Plant-Based Drink,Plant-Based Drink C,913
2025-10-07,South,Diet Drink,Diet Drink D,1266
