Date,Region,Product Category,Product,Sales
2025-10-03,South,Milkshake,Milkshake A,1059
2025-10-03,North,Carbonated Drink,Carbonated Drink A,1150
2025-10-03,North,Carbonated Drink,Carbonated Drink C,1119
2025-10-03,North,Carbonated Drink,Carbonated Drink A,1311
2025-10-03,South,Diet Drink,Diet Drink C,1449
2025-10-03,South,Functional Beverage,Functional Beverage B,1221
2025-10-03,North,Milkshake,Milkshake A,1382
2025-10-03,South,Milkshake,Milkshake A,1072
2025-10-03,East,Functional Beverage,Functional Beverage C,1316
2025-10-03,South,Fruit Juice,Fruit Juice D,1268
2025-10-03,North,Plant-Based Drink,Plant-Based Drink C,950
2025-10-03,South,Fruit Juice,Fruit Juice D,1475
2025-10-03,North,Milkshake,Milkshake B,1369
2025-10-03,South,Diet Drink,Diet Drink A,1052
2025-10-03,East,Fruit Juice,Fruit Juice C,1269
2025-10-03,East,Milkshake,Milkshake A,1243
2025-10-03,South,Milkshake,Milkshake C,1358
2025-10-03,North,Carbonated Drink,Carbonated Drink A,1259
2025-10-03,South,Fruit Juice,Fruit Juice D,970
2025-10-03,North,Milkshake,Milkshake C,1151
2025-10-03,East,Plant-Based Drink,Plant-Based Drink C,1100
2025-10-03,South,Plant-Based Drink,Plant-Based Drink C,1062
2025-10-03,North,Functional Beverage,Functional Beverage B,994
2025-10-03,East,Diet Drink,Diet Drink C,1162
2025-10-03,East,Plant-Based Drink,Plant-Based Drink A,1231
2025-10-03,North,Plant-Based Drink,Plant-Based Drink C,1187
2025-10-03,North,Diet Drink,Diet Drink A,1330
2025-10-03,North,Fruit Juice,Fruit Juice B,1410
2025-10-03,East,Fruit Juice,Fruit Juice B,1252
2025-10-03,North,Fruit Juice,Fruit Juice A,1172
2025-10-03,North,Functional Beverage,Functional Beverage D,1175
2025-10-03,East,Functional Beverage,Functional Beverage C,1451
2025-10-03,North,Fruit Juice,Fruit Juice B,1498
2025-10-03,South,Functional Beverage,Functional Beverage D,1402
2025-10-03,North,Diet Drink,Diet Drink A,1299
2025-10-03,North,Fruit Juice,Fruit Juice C,479
2025-10-03,North,Fruit Juice,Fruit Juice D,1366
2025-10-03,East,Diet Drink,Diet Drink B,431
2025-10-03,East,Fruit Juice,Fruit Juice D,1263
2025-10-03,South,Functional Beverage,Functional Beverage B,1409
2025-10-03,South,Plant-Based Drink,Plant-Based Drink D,1456
2025-10-03,South,Plant-Based Drink,Plant-Based Drink D,467
2025-10-03,East,Fruit Juice,Fruit Juice C,1202
2025-10-03,North,Milkshake,Milkshake A,1410
2025-10-03,South,Plant-Based Drink,Plant-Based Drink A,1015
2025-10-03,East,Plant-Based Drink,Plant-Based Drink C,1488
2025-10-03,North,Fruit Juice,Fruit Juice A,2609
2025-10-03,North,Plant-Based Drink,Plant-Based Drink B,1003
2025-10-03,South,Functional Beverage,Functional Beverage B,1488
2025-10-03,North,Plant-Based Drink,Plant-Based Drink B,1281
