Date,Region,Product Category,Product,Sales
2025-10-06,North,Functional Beverage,Functional Beverage A,1241
2025-10-06,South,Diet Drink,Diet Drink B,902
2025-10-06,North,Milkshake,Milkshake B,997
2025-10-06,South,Diet Drink,Diet Drink B,1052
2025-10-06,North,Carbonated Drink,Carbonated Drink D,1262
2025-10-06,East,Carbonated Drink,Carbonated Drink C,1387
2025-10-06,North,Plant-Based Drink,Plant-Based Drink A,1260
2025-10-06,North,Carbonated Drink,Carbonated Drink C,1090
2025-10-06,South,Fruit Juice,Fruit Juice C,369
2025-10-06,North,Plant-Based Drink,Plant-Based Drink D,1324
2025-10-06,South,Functional Beverage,Functional Beverage A,1434
2025-10-06,East,Fruit Juice,Fruit Juice D,986
2025-10-06,East,Functional Beverage,Functional Beverage D,1204
2025-10-06,East,Fruit Juice,Fruit Juice D,909
2025-10-06,North,Milkshake,Milkshake B,976
2025-10-06,East,Diet Drink,Diet Drink B,1221
2025-10-06,East,Functional Beverage,Functional Beverage C,930
2025-10-06,East,Functional Beverage,Functional Beverage B,1298
2025-10-06,East,Fruit Juice,Fruit Juice A,1257
2025-10-06,South,Diet Drink,Diet Drink D,1052
2025-10-06,East,Milkshake,Milkshake C,1137
2025-10-06,North,Plant-Based Drink,Plant-Based Drink D,1240
2025-10-06,South,Diet Drink,Diet Drink A,1151
2025-10-06,South,Fruit Juice,Fruit Juice A,1377
2025-10-06,North,Carbonated Drink,Carbonated Drink D,956
2025-10-06,North,Carbonated Drink,Carbonated Drink A,1309
2025-10-06,North,Diet Drink,Diet Drink B,1007
2025-10-06,South,Diet Drink,Diet Drink D,1447
2025-10-06,North,Carbonated Drink,Carbonated Drink D,1340
2025-10-06,North,Carbonated Drink,Carbonated Drink B,1210
2025-10-06,North,Plant-Based Drink,Plant-Based Drink C,1369
2025-10-06,North,Fruit Juice,Fruit Juice D,1442
2025-10-06,South,Plant-Based Drink,Plant-Based Drink C,959
2025-10-06,North,Plant-Based Drink,Plant-Based Drink B,913
2025-10-06,South,Carbonated Drink,Carbonated Drink D,1331
2025-10-06,North,Carbonated Drink,Carbonated Drink C,1091
2025-10-06,North,Milkshake,Milkshake B,1145
2025-10-06,North,Diet Drink,Diet Drink C,1180
2025-10-06,North,Carbonated Drink,Carbonated Drink B,1136
2025-10-06,East,Fruit Juice,Fruit Juice B,1310
2025-10-06,East,Diet Drink,Diet Drink C,1046
2025-10-06,North,Plant-Based Drink,Plant-Based Drink C,1428
2025-10-06,North,Functional Beverage,Functional Beverage D,1011
2025-10-06,East,Carbonated Drink,Carbonated Drink B,351
2025-10-06,East,Diet Drink,Diet Drink A,1291
2025-10-06,South,Fruit Juice,Fruit Juice A,1051
2025-10-06,East,Plant-Based Drink,Plant-Based Drink B,1426
2025-10-06,East,Diet Drink,Diet Drink C,1489
2025-10-06,North,Fruit Juice,Fruit Juice B,982
2025-10-06,East,Milkshake,Milkshake B,958
