Date,Region,Product Category,Product,Sales
2025-10-12,East,Plant-Based Drink,Plant-Based Drink C,1072
2025-10-12,South,Functional Beverage,Functional Beverage B,1201
2025-10-12,North,Milkshake,Milkshake D,1137
2025-10-12,South,Diet Drink,Diet Drink D,1048
2025-10-12,East,Plant-Based Drink,Plant-Based Drink B,1213
2025-10-12,North,Plant-Based Drink,Plant-Based Drink B,1476
2025-10-12,South,Diet Drink,Diet Drink A,1490
2025-10-12,North,Milkshake,Milkshake C,1184
2025-10-12,East,Fruit Juice,Fruit Juice C,1147
2025-10-12,East,Functional Beverage,Functional Beverage C,1372
2025-10-12,North,Diet Drink,Diet Drink B,1430
2025-10-12,East,Plant-Based Drink,Plant-Based Drink A,1102
2025-10-12,East,Milkshake,Milkshake D,465
2025-10-12,South,Plant-Based Drink,Plant-Based Drink B,1238
2025-10-12,North,Fruit Juice,Fruit Juice B,1108
2025-10-12,South,Fruit Juice,Fruit Juice D,1137
2025-10-12,South,Fruit Juice,Fruit Juice B,1349
2025-10-12,North,Diet Drink,Diet Drink A,1347
2025-10-12,East,Functional Beverage,Functional Beverage C,1218
2025-10-12,South,Functional Beverage,Functional Beverage D,2670
2025-10-12,North,Plant-Based Drink,Plant-Based Drink A,1281
2025-10-12,South,Milkshake,Milkshake A,1185
2025-10-12,East,Milkshake,Milkshake B,1020
2025-10-12,South,Plant-Based Drink,Plant-Based Drink A,1109
2025-10-12,East,Fruit Juice,Fruit Juice B,1483
2025-10-12,South,Diet Drink,Diet Drink D,1099
2025-10-12,East,Functional Beverage,Functional Beverage A,954
2025-10-12,North,Fruit Juice,Fruit Juice A,1493
2025-10-12,East,Fruit Juice,Fruit Juice C,1396
2025-10-12,East,Plant-Based Drink,Plant-Based Drink A,1278
2025-10-12,East,Milkshake,Milkshake B,1213
2025-10-12,North,Carbonated Drink,Carbonated Drink C,1107
2025-10-12,East,Functional Beverage,Functional Beverage B,1377
2025-10-12,North,Fruit Juice,Fruit Juice D,1047
2025-10-12,South,Functional Beverage,Functional Beverage D,1311
2025-10-12,South,Fruit Juice,Fruit Juice D,1359
2025-10-12,South,Functional Beverage,Functional Beverage B,1313
2025-10-12,East,Functional Beverage,Functional Beverage D,1241
2025-10-12,North,Milkshake,Milkshake B,1273
2025-10-12,East,Milkshake,Milkshake D,981
2025-10-12,North,Plant-Based Drink,Plant-Based Drink C,1309
2025-10-12,South,Carbonated Drink,Carbonated Drink A,1145
2025-10-12,South,Functional Beverage,Functional Beverage B,1164
2025-10-12,South,Functional Beverage,Functional Beverage D,1397
2025-10-12,East,Plant-Based Drink,Plant-Based Drink D,1183
2025-10-12,East,Milkshake,Milkshake C,1456
2025-10-12,South,Milkshake,Milkshake C,1261
2025-10-12,East,Fruit Juice,Fruit Juice B,1209
2025-10-12,North,Diet Drink,Diet Drink B,1196
2025-10-12,South,Diet Drink,Diet Drink C,1170
