Date,Region,Product Category,Product,Sales
2025-10-18,South,Plant-Based Drink,Plant-Based Drink C,1174
2025-10-18,North,Fruit Juice,Fruit Juice A,986
2025-10-18,South,Functional Beverage,Functional Beverage D,1299
2025-10-18,East,Diet Drink,Diet Drink D,1391
2025-10-18,East,Plant-Based Drink,Plant-Based Drink A,1062
2025-10-18,East,Functional Beverage,Functional Beverage B,1416
2025-10-18,South,Diet Drink,Diet Drink B,1426
2025-10-18,North,Functional Beverage,Functional Beverage C,1459
2025-10-18,East,Carbonated Drink,Carbonated Drink C,1236
2025-10-18,East,Functional Beverage,Functional Beverage C,1044
2025-10-18,North,Carbonated Drink,Carbonated Drink D,1432
2025-10-18,South,Milkshake,Milkshake A,1157
2025-10-18,North,Functional Beverage,Functional Beverage A,1393
2025-10-18,South,Plant-Based Drink,Plant-Based Drink D,1355
2025-10-18,East,Diet Drink,Diet Drink B,1074
2025-10-18,North,Plant-Based Drink,Plant-Based Drink D,1379
2025-10-18,East,Diet Drink,Diet Drink A,1495
2025-10-18,East,Plant-Based Drink,Plant-Based Drink B,1346
2025-10-18,South,Diet Drink,Diet Drink A,1136
2025-10-18,North,Fruit Juice,Fruit Juice D,1035
2025-10-18,South,Carbonated Drink,Carbonated Drink D,1136
2025-10-18,East,Carbonated Drink,Carbonated Drink C,1383
2025-10-18,North,Fruit Juice,Fruit Juice C,1244
2025-10-18,East,Milkshake,Milkshake C,1168
2025-10-18,North,Carbonated Drink,Carbonated Drink B,1249
2025-10-18,East,Carbonated Drink,Carbonated Drink D,1390
2025-10-18,East,Carbonated Drink,Carbonated Drink C,1380
2025-10-18,East,Fruit Juice,Fruit Juice A,1249
2025-10-18,South,Plant-Based Drink,Plant-Based Drink B,1043
2025-10-18,East,Functional Beverage,Functional Beverage B,1206
2025-10-18,North,Carbonated Drink,Carbonated Drink A,1425
2025-10-18,North,Diet Drink,Diet Drink A,999
2025-10-18,North,Fruit Juice,Fruit Juice D,1135
2025-10-18,South,Plant-Based Drink,Plant-Based Drink C,1219
2025-10-18,South,Plant-Based Drink,Plant-Based Drink C,1325
2025-10-18,North,Diet Drink,Diet Drink B,1037
2025-10-18,North,Milkshake,Milkshake D,1483
2025-10-18,East,Functional Beverage,Functional Beverage D,983
2025-10-18,South,Functional Beverage,Functional Beverage B,1201
2025-10-18,North,Fruit Juice,Fruit Juice B,1233
2025-10-18,South,Plant-Based Drink,Plant-Based Drink B,1113
2025-10-18,North,Functional Beverage,Functional Beverage B,1344
2025-10-18,East,Fruit Juice,Fruit Juice A,1136
2025-10-18,South,Fruit Juice,Fruit Juice C,1079
2025-10-18,East,Carbonated Drink,Carbonated Drink C,1063
2025-10-18,South,Functional Beverage,Functional Beverage A,1217
2025-10-18,East,Milkshake,Milkshake D,955
2025-10-18,North,Functional Beverage,Functional Beverage A,1358
2025-10-18,North,Plant-Based Drink,Plant-Based Drink A,1023
2025-10-18,South,Carbonated Drink,Carbonated Drink D,919
