Date,Region,Product Category,Product,Sales
2025-10-17,East,Fruit Juice,Fruit Juice B,1142
2025-10-17,South,Milkshake,Milkshake B,1294
2025-10-17,East,Milkshake,Milkshake B,1374
2025-10-17,South,Milkshake,Milkshake A,1263
2025-10-17,East,Functional Beverage,Functional Beverage D,1216
2025-10-17,North,Plant-Based Drink,Plant-Based Drink B,954
2025-10-17,East,Functional Beverage,Functional Beverage A,1340
2025-10-17,North,Milkshake,Milkshake D,1254
2025-10-17,South,Carbonated Drink,Carbonated Drink D,1418
2025-10-17,North,Milkshake,Milkshake B,1120
2025-10-17,South,Fruit Juice,Fruit Juice B,1015
2025-10-17,South,Diet Drink,Diet Drink B,1203
2025-10-17,South,Fruit Juice,Fruit Juice A,1102
2025-10-17,South,Carbonated Drink,Carbonated Drink D,1363
2025-10-17,North,Fruit Juice,Fruit Juice D,1265
2025-10-17,East,Carbonated Drink,Carbonated Drink A,930
2025-10-17,South,Diet Drink,Diet Drink C,1213
2025-10-17,North,Functional Beverage,Functional Beverage C,1391
2025-10-17,East,Fruit Juice,Fruit Juice C,1309
2025-10-17,North,Plant-Based Drink,Plant-Based Drink C,1066
2025-10-17,North,Diet Drink,Diet Drink C,1462
2025-10-17,South,Milkshake,Milkshake D,1177
2025-10-17,South,Fruit Juice,Fruit Juice B,958
2025-10-17,East,Diet Drink,Diet Drink B,987
2025-10-17,South,Milkshake,Milkshake D,1029
2025-10-17,North,Milkshake,Milkshake D,1120
2025-10-17,East,Diet Drink,Diet Drink B,990
2025-10-17,East,Diet Drink,Diet Drink D,1397
2025-10-17,North,Milkshake,Milkshake C,1283
2025-10-17,North,Fruit Juice,Fruit Juice A,1474
2025-10-17,East,Plant-Based Drink,Plant-Based Drink A,2903
2025-10-17,East,Milkshake,Milkshake A,1162
2025-10-17,South,Functional Beverage,Functional Beverage A,1216
2025-10-17,East,Diet Drink,Diet Drink B,1003
2025-10-17,South,Functional Beverage,Functional Beverage C,1225
2025-10-17,East,Milkshake,Milkshake D,1470
2025-10-17,North,Plant-Based Drink,Plant-Based Drink D,915
2025-10-17,East,Carbonated Drink,Carbonated Drink D,918
2025-10-17,North,Plant-Based Drink,Plant-Based Drink A,1348
2025-10-17,South,Milkshake,Milkshake B,379
2025-10-17,North,Milkshake,Milkshake A,2829
2025-10-17,North,Plant-Based Drink,Plant-Based Drink B,1396
2025-10-17,East,Milkshake,Milkshake B,1318
2025-10-17,South,Fruit Juice,Fruit Juice A,2643
2025-10-17,North,Fruit Juice,Fruit Juice C,338
2025-10-17,South,Carbonated Drink,Carbonated Drink A,999
2025-10-17,East,Carbonated Drink,Carbonated Drink D,1360
2025-10-17,South,Milkshake,Milkshake D,974
2025-10-17,South,Diet Drink,Diet Drink B,953
2025-10-17,South,Diet Drink,Diet Drink C,1470
