Date,Region,Product Category,Product,Sales
2025-10-21,East,Fruit Juice,Fruit Juice D,1029
2025-10-21,East,Milkshake,Milkshake D,1165
2025-10-21,East,Diet Drink,Diet Drink B,1124
2025-10-21,South,Carbonated Drink,Carbonated Drink C,1009
2025-10-21,East,Carbonated Drink,Carbonated Drink B,909
2025-10-21,East,Plant-Based Drink,Plant-Based Drink C,1334
2025-10-21,East,Diet Drink,Diet Drink C,1102
2025-10-21,East,Milkshake,Milkshake D,1060
2025-10-21,East,Fruit Juice,Fruit Juice A,1295
2025-10-21,South,Plant-Based Drink,Plant-Based Drink C,1089
2025-10-21,North,Carbonated Drink,Carbonated Drink C,1228
2025-10-21,North,Diet Drink,Diet Drink A,1449
2025-10-21,North,Diet Drink,Diet Drink A,393
2025-10-21,East,Carbonated Drink,Carbonated Drink C,1054
2025-10-21,South,Diet Drink,Diet Drink A,1017
2025-10-21,South,Plant-Based Drink,Plant-Based Drink B,1284
2025-10-21,North,Functional Beverage,Functional Beverage C,1287
2025-10-21,East,Diet Drink,Diet Drink B,1081
2025-10-21,North,Plant-Based Drink,Plant-Based Drink C,1293
2025-10-21,North,Milkshake,Milkshake A,995
2025-10-21,South,Functional Beverage,Functional Beverage D,1063
2025-10-21,South,Functional Beverage,Functional Beverage D,1098
2025-10-21,East,Functional Beverage,Functional Beverage C,1015
2025-10-21,East,Fruit Juice,Fruit Juice C,1313
2025-10-21,East,Carbonated Drink,Carbonated Drink A,1440
2025-10-21,South,Fruit Juice,Fruit Juice B,1332
2025-10-21,North,Diet Drink,Diet Drink C,934
2025-10-21,East,Carbonated Drink,Carbonated Drink A,1082
2025-10-21,North,Diet Drink,Diet Drink A,938
2025-10-21,North,Milkshake,Milkshake A,1341
2025-10-21,East,Diet Drink,Diet Drink B,2582
2025-10-21,East,Carbonated Drink,Carbonated Drink D,974
2025-10-21,North,Functional Beverage,Functional Beverage A,942
2025-10-21,South,Diet Drink,Diet Drink B,1087
2025-10-21,East,Diet Drink,Diet Drink D,985
2025-10-21,East,Milkshake,Milkshake A,1314
2025-10-21,East,Functional Beverage,Functional Beverage C,945
2025-10-21,East,Diet Drink,Diet Drink C,1303
2025-10-21,North,Diet Drink,Diet Drink B,2563
2025-10-21,South,Carbonated Drink,Carbonated Drink C,902
2025-10-21,North,Diet Drink,Diet Drink D,1054
2025-10-21,South,Functional Beverage,Functional Beverage A,934
2025-10-21,South,Plant-Based Drink,Plant-Based Drink A,1418
2025-10-21,North,Functional Beverage,Functional Beverage B,2622
2025-10-21,North,Plant-Based Drink,Plant-Based Drink A,1288
2025-10-21,East,Milkshake,Milkshake C,956
2025-10-21,North,Diet Drink,Diet Drink C,1356
2025-10-21,South,Diet Drink,Diet Drink C,1289
2025-10-21,South,Carbonated Drink,Carbonated Drink A,902
2025-10-21,East,Fruit Juice,Fruit Juice D,957
