Date,Region,Product Category,Product,Sales
2025-11-03,East,Fruit Juice,Fruit Juice A,1089
2025-11-03,North,Functional Beverage,Functional Beverage A,1499
2025-11-03,South,Plant-Based Drink,Plant-Based Drink D,995
2025-11-03,South,Functional Beverage,Functional Beverage D,1153
2025-11-03,South,Fruit Juice,Fruit Juice C,1390
2025-11-03,East,Milkshake,Milkshake C,1229
2025-11-03,North,Fruit Juice,Fruit Juice C,1001
2025-11-03,South,Functional Beverage,Functional Beverage B,986
2025-11-03,East,Milkshake,Milkshake D,1274
2025-11-03,North,Functional Beverage,Functional Beverage A,1201
2025-11-03,North,Carbonated Drink,Carbonated Drink A,1171
2025-11-03,North,Diet Drink,Diet Drink C,1033
2025-11-03,North,Fruit Juice,Fruit Juice A,1109
2025-11-03,South,Functional Beverage,Functional Beverage B,1248
2025-11-03,North,Fruit Juice,Fruit Juice D,1459
2025-11-03,North,Plant-Based Drink,Plant-Based Drink D,1149
2025-11-03,South,Functional Beverage,Functional Beverage D,1147
2025-11-03,South,Carbonated Drink,Carbonated Drink B,1118
2025-11-03,East,Milkshake,Milkshake A,1313
2025-11-03,North,Plant-Based Drink,Plant-Based Drink D,1417
2025-11-03,South,Functional Beverage,Functional Beverage C,913
2025-11-03,South,Plant-Based Drink,Plant-Based Drink A,1170
2025-11-03,South,Functional Beverage,Functional Beverage C,1205
2025-11-03,North,Functional Beverage,Functional Beverage B,1267
2025-11-03,North,Diet Drink,Diet Drink A,970
2025-11-03,East,Milkshake,Milkshake D,1360
2025-11-03,North,Milkshake,Milkshake C,1273
2025-11-03,East,Carbonated Drink,Carbonated Drink B,1232
2025-11-03,North,Fruit Juice,Fruit Juice C,1163
2025-11-03,South,Diet Drink,Diet Drink C,1485
2025-11-03,South,Functional Beverage,Functional Beverage C,1031
2025-11-03,North,Diet Drink,Diet Drink D,1200
2025-11-03,East,Fruit Juice,Fruit Juice D,1036
2025-11-03,South,Milkshake,Milkshake A,1237
2025-11-03,South,Diet Drink,Diet Drink B,1098
2025-11-03,East,Diet Drink,Diet Drink D,1190
2025-11-03,South,Functional Beverage,Functional Beverage A,1295
2025-11-03,South,Carbonated Drink,Carbonated Drink C,1030
2025-11-03,North,Fruit Juice,Fruit Juice B,1094
2025-11-03,East,Carbonated Drink,Carbonated Drink A,1081
2025-11-03,North,Diet Drink,Diet Drink C,975
2025-11-03,North,Milkshake,Milkshake B,1340
2025-11-03,East,Plant-Based Drink,Plant-Based Drink A,974
2025-11-03,North,Plant-Based Drink,Plant-Based Drink D,1275
2025-11-03,South,Fruit Juice,Fruit Juice C,334
2025-11-03,North,Fruit Juice,Fruit Juice A,1202
2025-11-03,North,Milkshake,Milkshake C,2622
2025-11-03,North,Fruit Juice,Fruit Juice A,2864
2025-11-03,North,Diet Drink,Diet Drink B,1243
2025-11-03,East,Plant-Based Drink,Plant-Based Drink C,973
