Date,Region,Product Category,Product,Sales
2025-10-27,North,Fruit Juice,Fruit Juice C,1021
2025-10-27,North,Fruit Juice,Fruit Juice C,1196
2025-10-27,North,Fruit Juice,Fruit Juice C,1164
2025-10-27,East,Functional Beverage,Functional Beverage A,1123
2025-10-27,North,Functional Beverage,Functional Beverage A,1180
2025-10-27,North,Diet Drink,Diet Drink D,1487
2025-10-27,South,Fruit Juice,Fruit Juice D,1094
2025-10-27,East,Fruit Juice,Fruit Juice C,957
2025-10-27,South,Carbonated Drink,Carbonated Drink A,1008
2025-10-27,East,Carbonated Drink,Carbonated Drink D,1411
2025-10-27,East,Milkshake,Milkshake C,1010
2025-10-27,South,Fruit Juice,Fruit Juice B,996
2025-10-27,East,Functional Beverage,Functional Beverage D,1003
2025-10-27,North,Fruit Juice,Fruit Juice B,1239
2025-10-27,North,Functional Beverage,Functional Beverage D,1171
2025-10-27,East,Plant-Based Drink,Plant-Based Drink D,1033
2025-10-27,North,Functional Beverage,Functional Beverage B,1441
2025-10-27,East,Diet Drink,Diet Drink B,1291
2025-10-27,North,Carbonated Drink,Carbonated Drink C,1443
2025-10-27,East,Carbonated Drink,Carbonated Drink D,1284
2025-10-27,South,Fruit Juice,Fruit Juice A,1135
2025-10-27,South,Diet Drink,Diet Drink C,1127
2025-10-27,South,Carbonated Drink,Carbonated Drink C,1352
2025-10-27,South,Diet Drink,Diet Drink D,1188
2025-10-27,North,Functional Beverage,Functional Beverage B,1059
2025-10-27,East,Plant-Based Drink,Plant-Based Drink B,1469
2025-10-27,East,Milkshake,Milkshake B,1169
2025-10-27,East,Diet Drink,Diet Drink A,1075
2025-10-27,East,Carbonated Drink,Carbonated Drink B,1380
2025-10-27,South,Plant-Based Drink,Plant-Based Drink D,996
2025-10-27,East,Fruit Juice,Fruit Juice A,1373
2025-10-27,South,Plant-Based Drink,Plant-Based Drink D,1446
2025-10-27,South,Carbonated Drink,Carbonated Drink B,1288
2025-10-27,South,Functional Beverage,Functional Beverage A,917
2025-10-27,North,Milkshake,Milkshake B,1244
2025-10-27,South,Carbonated Drink,Carbonated Drink A,1121
2025-10-27,East,Plant-Based Drink,Plant-Based Drink A,1085
2025-10-27,South,Diet Drink,Diet Drink B,1223
2025-10-27,East,Fruit Juice,Fruit Juice C,1006
2025-10-27,South,Plant-Based Drink,Plant-Based Drink C,1401
2025-10-27,East,Functional Beverage,Functional Beverage A,1093
2025-10-27,East,Milkshake,Milkshake B,1312
2025-10-27,North,Functional Beverage,Functional Beverage C,1295
2025-10-27,North,Functional Beverage,Functional Beverage B,1444
2025-10-27,South,Plant-Based Drink,Plant-Based Drink A,1336
2025-10-27,North,Milkshake,Milkshake B,1092
2025-10-27,South,Plant-Based Drink,Plant-Based Drink C,1200
2025-10-27,East,Functional Beverage,Functional Beverage D,1253
2025-10-27,South,Functional Beverage,Functional Beverage C,1190
2025-10-27,North,Plant-Based Drink,Plant-Based Drink C,1432
