Date,Region,Product Category,Product,Sales
2025-10-26,North,Milkshake,Milkshake A,2774
2025-10-26,North,Milkshake,Milkshake B,1062
2025-10-26,South,Diet Drink,Diet Drink C,1274
2025-10-26,North,Milkshake,Milkshake D,1148
2025-10-26,East,Functional Beverage,Functional Beverage A,1163
2025-10-26,South,Fruit Juice,Fruit Juice D,1377
2025-10-26,North,Plant-Based Drink,Plant-Based Drink D,1285
2025-10-26,East,Milkshake,Milkshake A,1475
2025-10-26,North,Plant-Based Drink,Plant-Based Drink C,1323
2025-10-26,East,Functional Beverage,Functional Beverage C,1154
2025-10-26,South,Carbonated Drink,Carbonated Drink D,1134
2025-10-26,East,Functional Beverage,Functional Beverage B,1382
2025-10-26,South,Plant-Based Drink,Plant-Based Drink B,948
2025-10-26,South,Fruit Juice,Fruit Juice D,1305
2025-10-26,East,Diet Drink,Diet Drink C,1094
2025-10-26,East,Functional Beverage,Functional Beverage A,1272
2025-10-26,East,Carbonated Drink,Carbonated Drink D,1022
2025-10-26,South,Fruit Juice,Fruit Juice C,1499
2025-10-26,East,Fruit Juice,Fruit Juice A,490
2025-10-26,North,Plant-Based Drink,Plant-Based Drink C,1448
2025-10-26,South,Carbonated Drink,Carbonated Drink B,2789
2025-10-26,East,Diet Drink,Diet Drink D,1457
2025-10-26,North,Fruit Juice,Fruit Juice D,1297
2025-10-26,South,Milkshake,Milkshake D,1454
2025-10-26,South,Functional Beverage,Functional Beverage A,1140
2025-10-26,North,Functional Beverage,Functional Beverage B,986
2025-10-26,South,Plant-Based Drink,Plant-Based Drink A,1218
2025-10-26,North,Plant-Based Drink,Plant-Based Drink A,1387
2025-10-26,North,Milkshake,Milkshake C,1391
2025-10-26,East,Carbonated Drink,Carbonated Drink D,1419
2025-10-26,North,Carbonated Drink,Carbonated Drink A,1082
2025-10-26,South,Milkshake,Milkshake B,1296
2025-10-26,North,Functional Beverage,Functional Beverage D,1420
2025-10-26,East,Diet Drink,Diet Drink A,1024
2025-10-26,East,Milkshake,Milkshake C,1397
2025-10-26,East,Diet Drink,Diet Drink C,1218
2025-10-26,East,Milkshake,Milkshake C,921
2025-10-26,East,Functional Beverage,Functional Beverage B,1105
2025-10-26,North,Carbonated Drink,Carbonated Drink D,955
2025-10-26,South,Functional Beverage,Functional Beverage D,1014
2025-10-26,South,Functional Beverage,Functional Beverage A,1429
2025-10-26,South,Fruit Juice,Fruit Juice D,1425
2025-10-26,East,Carbonated Drink,Carbonated Drink B,1475
2025-10-26,South,Plant-Based Drink,Plant-Based Drink A,941
2025-10-26,East,Diet Drink,Diet Drink A,1468
2025-10-26,East,Carbonated Drink,Carbonated Drink B,1089
2025-10-26,East,Plant-Based Drink,Plant-Based Drink D,1064
2025-10-26,North,Fruit Juice,Fruit Juice B,1198
2025-10-26,East,Carbonated Drink,Carbonated Drink A,986
2025-10-26,North,Fruit Juice,Fruit Juice D,1213
