Date,Region,Product Category,Product,Sales
2025-10-10,South,Diet Drink,Diet Drink D,1280
2025-10-10,East,Carbonated Drink,Carbonated Drink B,921
2025-10-10,North,Diet Drink,Diet Drink B,2601
2025-10-10,North,Functional Beverage,Functional Beverage C,2655
2025-10-10,South,Diet Drink,Diet Drink D,970
2025-10-10,East,Diet Drink,Diet Drink D,993
2025-10-10,East,Diet Drink,Diet Drink D,1240
2025-10-10,South,Carbonated Drink,Carbonated Drink D,937
2025-10-10,East,Functional Beverage,Functional Beverage D,1013
2025-10-10,East,Diet Drink,Diet Drink A,956
2025-10-10,East,Plant-Based Drink,Plant-Based Drink C,1398
2025-10-10,North,Diet Drink,Diet Drink B,1466
2025-10-10,South,Plant-Based Drink,Plant-Based Drink B,1227
2025-10-10,South,Diet Drink,Diet Drink A,1483
2025-10-10,South,Carbonated Drink,Carbonated Drink B,1173
2025-10-10,East,Carbonated Drink,Carbonated Drink A,1134
2025-10-10,South,Fruit Juice,Fruit Juice C,1367
2025-10-10,East,Diet Drink,Diet Drink D,422
2025-10-10,South,Functional Beverage,Functional Beverage B,1485
2025-10-10,North,Milkshake,Milkshake C,1461
2025-10-10,East,Functional Beverage,Functional Beverage C,929
2025-10-10,South,Fruit Juice,Fruit Juice A,1017
2025-10-10,North,Diet Drink,Diet Drink B,1222
2025-10-10,South,Functional Beverage,Functional Beverage C,1380
2025-10-10,North,Diet Drink,Diet Drink C,1469
2025-10-10,East,Fruit Juice,Fruit Juice B,1035
2025-10-10,North,Diet Drink,Diet Drink D,1126
2025-10-10,East,Milkshake,Milkshake B,1009
2025-10-10,East,Milkshake,Milkshake A,1303
2025-10-10,South,Functional Beverage,Functional Beverage D,1333
2025-10-10,South,Diet Drink,Diet Drink D,1012
2025-10-10,North,Carbonated Drink,Carbonated Drink C,1211
2025-10-10,South,Carbonated Drink,Carbonated Drink B,1496
2025-10-10,North,Carbonated Drink,Carbonated Drink D,1153
2025-10-10,South,Milkshake,Milkshake A,1036
2025-10-10,North,Fruit Juice,Fruit Juice C,1488
2025-10-10,North,Diet Drink,Diet Drink B,1185
2025-10-10,South,Plant-Based Drink,Plant-Based Drink C,1288
2025-10-10,South,Carbonated Drink,Carbonated Drink B,1282
2025-10-10,South,Milkshake,Milkshake B,1108
2025-10-10,South,Plant-Based Drink,Plant-Based Drink D,1476
2025-10-10,North,Carbonated Drink,Carbonated Drink C,1387
2025-10-10,East,Plant-Based Drink,Plant-Based Drink B,1175
2025-10-10,North,Plant-Based Drink,Plant-Based Drink B,978
2025-10-10,North,Milkshake,Milkshake A,1348
2025-10-10,South,Functional Beverage,Functional Beverage C,966
2025-10-10,South,Fruit Juice,Fruit Juice B,1018
2025-10-10,East,Milkshake,Milkshake A,1429
2025-10-10,East,Plant-Based Drink,Plant-Based Drink D,1005
2025-10-10,South,Carbonated Drink,Carbonated Drink D,988
