Date,Region,Product Category,Product,Sales
2025-11-05,South,Plant-Based Drink,Plant-Based Drink D,1349
2025-11-05,South,Functional Beverage,Functional Beverage B,1447
2025-11-05,North,Milkshake,Milkshake C,1290
2025-11-05,East,Diet Drink,Diet Drink C,1257
2025-11-05,North,Carbonated Drink,Carbonated Drink B,1391
2025-11-05,East,Fruit Juice,Fruit Juice D,985
2025-11-05,North,Diet Drink,Diet Drink B,1471
2025-11-05,North,Plant-Based Drink,Plant-Based Drink A,1396
2025-11-05,North,Fruit Juice,Fruit Juice B,2795
2025-11-05,East,Milkshake,Milkshake C,1309
2025-11-05,South,Plant-Based Drink,Plant-Based Drink A,1029
2025-11-05,East,Functional Beverage,Functional Beverage D,1318
2025-11-05,South,Functional Beverage,Functional Beverage B,1042
2025-11-05,North,Fruit Juice,Fruit Juice A,1014
2025-11-05,East,Diet Drink,Diet Drink A,1237
2025-11-05,South,Diet Drink,Diet Drink A,1178
2025-11-05,North,Carbonated Drink,Carbonated Drink B,1087
2025-11-05,North,Plant-Based Drink,Plant-Based Drink A,924
2025-11-05,East,Functional Beverage,Functional Beverage C,1130
2025-11-05,East,Milkshake,Milkshake B,1337
2025-11-05,East,Fruit Juice,Fruit Juice D,1035
2025-11-05,South,Functional Beverage,Functional Beverage A,1364
2025-11-05,North,Functional Beverage,Functional Beverage C,1336
2025-11-05,North,Fruit Juice,Fruit Juice A,1475
2025-11-05,East,Carbonated Drink,Carbonated Drink D,1130
2025-11-05,South,Plant-Based Drink,Plant-Based Drink A,903
2025-11-05,East,Milkshake,Milkshake D,1470
2025-11-05,North,Diet Drink,Diet Drink A,1260
2025-11-05,East,Carbonated Drink,Carbonated Drink D,1294
2025-11-05,North,Plant-Based Drink,Plant-Based Drink B,955
2025-11-05,North,Functional Beverage,Functional Beverage A,1466
2025-11-05,East,Fruit Juice,Fruit Juice B,1387
2025-11-05,East,Plant-Based Drink,Plant-Based Drink B,1476
2025-11-05,East,Plant-Based Drink,Plant-Based Drink B,1111
2025-11-05,North,Carbonated Drink,Carbonated Drink A,903
2025-11-05,North,Plant-Based Drink,Plant-Based Drink D,1004
2025-11-05,North,Milkshake,Milkshake A,1006
2025-11-05,North,Functional Beverage,Functional Beverage A,938
2025-11-05,North,Fruit Juice,Fruit Juice A,963
2025-11-05,East,Fruit Juice,Fruit Juice B,1385
2025-11-05,North,Fruit Juice,Fruit Juice D,1211
2025-11-05,North,Milkshake,Milkshake C,937
2025-11-05,South,Functional Beverage,Functional Beverage D,1309
2025-11-05,South,Functional Beverage,Functional Beverage A,1170
2025-11-05,North,Diet Drink,Diet Drink D,305
2025-11-05,South,Carbonated Drink,Carbonated Drink A,1430
2025-11-05,South,Diet Drink,Diet Drink D,985
2025-11-05,North,Plant-Based Drink,Plant-Based Drink C,1087
2025-11-05,South,Functional Beverage,Functional Beverage D,1094
2025-11-05,North,Functional Beverage,Functional Beverage D,1478
