Date,Region,Product Category,Product,Sales
2025-10-29,South,Fruit Juice,Fruit Juice D,1113
2025-10-29,South,Fruit Juice,Fruit Juice A,1437
2025-10-29,South,Diet Drink,Diet Drink D,1029
2025-10-29,South,Milkshake,Milkshake A,950
2025-10-29,East,Fruit Juice,Fruit Juice D,1253
2025-10-29,North,Carbonated Drink,Carbonated Drink A,1166
2025-10-29,South,Milkshake,Milkshake B,1312
2025-10-29,East,Plant-Based Drink,Plant-Based Drink A,1498
2025-10-29,South,Fruit Juice,Fruit Juice A,975
2025-10-29,East,Carbonated Drink,Carbonated Drink D,1463
2025-10-29,East,Milkshake,Milkshake D,1378
2025-10-29,South,Plant-Based Drink,Plant-Based Drink B,901
2025-10-29,North,Diet Drink,Diet Drink D,1372
2025-10-29,South,Carbonated Drink,Carbonated Drink C,1394
2025-10-29,East,Milkshake,Milkshake C,935
2025-10-29,South,Milkshake,Milkshake B,935
2025-10-29,North,Diet Drink,Diet Drink A,1452
2025-10-29,North,Diet Drink,Diet Drink B,940
2025-10-29,East,Diet Drink,Diet Drink C,314
2025-10-29,South,Milkshake,Milkshake C,1386
2025-10-29,East,Fruit Juice,Fruit Juice C,1241
2025-10-29,North,Plant-Based Drink,Plant-Based Drink B,1469
2025-10-29,North,Diet Drink,Diet Drink C,1211
2025-10-29,North,Functional Beverage,Functional Beverage D,941
2025-10-29,North,Fruit Juice,Fruit Juice B,1435
2025-10-29,South,Diet Drink,Diet Drink C,1088
2025-10-29,North,Plant-Based Drink,Plant-Based Drink C,1045
2025-10-29,South,Milkshake,Milkshake D,1487
2025-10-29,North,Fruit Juice,Fruit Juice B,1185
2025-10-29,North,Fruit Juice,Fruit Juice C,1159
2025-10-29,South,Fruit Juice,Fruit Juice B,1207
2025-10-29,South,Milkshake,Milkshake A,1001
2025-10-29,South,Functional Beverage,Functional Beverage C,2979
2025-10-29,South,Functional Beverage,Functional Beverage B,1035
2025-10-29,East,Diet Drink,Diet Drink C,1449
2025-10-29,North,Fruit Juice,Fruit Juice D,1332
2025-10-29,North,Functional Beverage,Functional Beverage A,1356
2025-10-29,East,Milkshake,Milkshake A,1115
2025-10-29,North,Functional Beverage,Functional Beverage B,1353
2025-10-29,South,Plant-Based Drink,Plant-Based Drink C,1378
2025-10-29,North,Fruit Juice,Fruit Juice C,1063
2025-10-29,South,Milkshake,Milkshake C,1451
2025-10-29,North,Diet Drink,Diet Drink D,998
2025-10-29,North,Fruit Juice,Fruit Juice C,1345
2025-10-29,North,Functional Beverage,Functional Beverage D,1365
2025-10-29,South,Fruit Juice,Fruit Juice B,901
2025-10-29,East,Functional Beverage,Functional Beverage C,1008
2025-10-29,East,Functional Beverage,Functional Beverage B,1255
2025-10-29,North,Functional Beverage,Functional Beverage C,982
2025-10-29,East,Fruit Juice,Fruit Juice D,1084
