Date,Region,Product Category,Product,Sales
2025-10-11,East,Functional Beverage,Functional Beverage B,976
2025-10-11,South,Plant-Based Drink,Plant-Based Drink A,941
2025-10-11,East,Plant-Based Drink,Plant-Based Drink C,1348
2025-10-11,East,Carbonated Drink,Carbonated Drink B,1392
2025-10-11,North,Carbonated Drink,Carbonated Drink A,1005
2025-10-11,North,Carbonated Drink,Carbonated Drink C,1044
2025-10-11,East,Functional Beverage,Functional Beverage A,1063
2025-10-11,East,Carbonated Drink,Carbonated Drink C,1081
2025-10-11,South,Functional Beverage,Functional Beverage C,1357
2025-10-11,North,Carbonated Drink,Carbonated Drink C,1285
2025-10-11,North,Diet Drink,Diet Drink B,1268
2025-10-11,South,Diet Drink,Diet Drink C,1374
2025-10-11,South,Fruit Juice,Fruit Juice C,909
2025-10-11,North,Carbonated Drink,Carbonated Drink B,1144
2025-10-11,South,Milkshake,Milkshake C,1401
2025-10-11,South,Functional Beverage,Functional Beverage A,1375
2025-10-11,South,Diet Drink,Diet Drink C,1423
2025-10-11,East,Functional Beverage,Functional Beverage A,1140
2025-10-11,South,Milkshake,Milkshake C,1463
2025-10-11,South,Milkshake,Milkshake C,1077
2025-10-11,East,Functional Beverage,Functional Beverage C,934
2025-10-11,South,Carbonated Drink,Carbonated Drink A,1400
2025-10-11,South,Functional Beverage,Functional Beverage C,1005
2025-10-11,South,Functional Beverage,Functional Beverage D,1447
2025-10-11,East,Plant-Based Drink,Plant-Based Drink D,1388
2025-10-11,South,Functional Beverage,Functional Beverage B,1478
2025-10-11,East,Carbonated Drink,Carbonated Drink D,1159
2025-10-11,South,Plant-Based Drink,Plant-Based Drink C,1363
2025-10-11,South,Diet Drink,Diet Drink D,2785
2025-10-11,North,Diet Drink,Diet Drink D,923
2025-10-11,South,Milkshake,Milkshake C,1385
2025-10-11,East,Carbonated Drink,Carbonated Drink B,1348
2025-10-11,East,Functional Beverage,Functional Beverage A,1017
2025-10-11,North,Carbonated Drink,Carbonated Drink C,1417
2025-10-11,South,Plant-Based Drink,Plant-Based Drink A,1489
2025-10-11,North,Carbonated Drink,Carbonated Drink A,1454
2025-10-11,South,Plant-Based Drink,Plant-Based Drink A,1352
2025-10-11,North,Carbonated Drink,Carbonated Drink A,1020
2025-10-11,North,Carbonated Drink,Carbonated Drink A,1073
2025-10-11,East,Diet Drink,Diet Drink C,1381
2025-10-11,North,Functional Beverage,Functional Beverage A,1052
2025-10-11,East,Diet Drink,Diet Drink C,1141
2025-10-11,North,Diet Drink,Diet Drink C,379
2025-10-11,South,Milkshake,Milkshake B,1369
2025-10-11,North,Diet Drink,Diet Drink C,1410
2025-10-11,East,Functional Beverage,Functional Beverage C,930
2025-10-11,North,Functional Beverage,Functional Beverage A,1271
2025-10-11,North,Fruit Juice,Fruit Juice A,1368
2025-10-11,East,Plant-Based Drink,Plant-Based Drink D,1164
2025-10-11,East,Milkshake,Milkshake D,1346
