Date,Region,Product Category,Product,Sales
2025-10-20,East,Diet Drink,Diet Drink C,934
2025-10-20,North,Milkshake,Milkshake C,1322
2025-10-20,North,Milkshake,Milkshake A,1304
2025-10-20,East,Fruit Juice,Fruit Juice D,1046
2025-10-20,South,Fruit Juice,Fruit Juice B,1325
2025-10-20,North,Fruit Juice,Fruit Juice D,996
2025-10-20,North,Fruit Juice,Fruit Juice A,1253
2025-10-20,North,Milkshake,Milkshake B,1119
2025-10-20,North,Milkshake,Milkshake C,1024
2025-10-20,South,Diet Drink,Diet Drink D,1300
2025-10-20,South,Functional Beverage,Functional Beverage C,951
2025-10-20,North,Fruit Juice,Fruit Juice A,1491
2025-10-20,East,Plant-Based Drink,Plant-Based Drink D,1001
2025-10-20,South,Carbonated Drink,Carbonated Drink A,1094
2025-10-20,East,Diet Drink,Diet Drink C,1425
2025-10-20,East,Plant-Based Drink,Plant-Based Drink A,988
2025-10-20,South,Milkshake,Milkshake A,1101
2025-10-20,North,Fruit Juice,Fruit Juice B,1048
2025-10-20,East,Plant-Based Drink,Plant-Based Drink C,1481
2025-10-20,South,Milkshake,Milkshake A,1054
2025-10-20,North,Functional Beverage,Functional Beverage D,1070
2025-10-20,South,Functional Beverage,Functional Beverage B,1181
2025-10-20,East,Fruit Juice,Fruit Juice B,1458
2025-10-20,North,Plant-Based Drink,Plant-Based Drink A,1292
2025-10-20,East,Plant-Based Drink,Plant-Based Drink C,1425
2025-10-20,South,Functional Beverage,Functional Beverage C,959
2025-10-20,East,Fruit Juice,Fruit Juice C,1044
2025-10-20,South,Milkshake,Milkshake D,996
2025-10-20,North,Plant-Based Drink,Plant-Based Drink D,1393
2025-10-20,South,Milkshake,Milkshake D,1237
2025-10-20,South,Milkshake,Milkshake A,1026
2025-10-20,South,Fruit Juice,Fruit Juice C,1397
2025-10-20,North,Functional Beverage,Functional Beverage B,1347
2025-10-20,North,Plant-Based Drink,Plant-Based Drink C,1253
2025-10-20,East,Fruit Juice,Fruit Juice D,1350
2025-10-20,East,Diet Drink,Diet Drink B,1357
2025-10-20,North,Functional Beverage,Functional Beverage D,1325
2025-10-20,East,Fruit Juice,Fruit Juice C,1095
2025-10-20,North,Carbonated Drink,Carbonated Drink B,1345
2025-10-20,East,Milkshake,Milkshake A,1088
2025-10-20,North,Functional Beverage,Functional Beverage D,1415
2025-10-20,North,Carbonated Drink,Carbonated Drink B,1373
2025-10-20,North,Functional Beverage,Functional Beverage B,1038
2025-10-20,East,Plant-Based Drink,Plant-Based Drink C,423
2025-10-20,North,Milkshake,Milkshake D,1127
2025-10-20,South,Plant-Based Drink,Plant-Based Drink B,1168
2025-10-20,East,Diet Drink,Diet Drink A,1176
2025-10-20,South,Diet Drink,Diet Drink D,1049
2025-10-20,North,Fruit Juice,Fruit Juice D,1289
2025-10-20,North,Milkshake,Milkshake D,1197
