Date,Region,Product Category,Product,Sales
2025-10-16,North,Milkshake,Milkshake A,1084
2025-10-16,South,Fruit Juice,Fruit Juice A,445
2025-10-16,South,Plant-Based Drink,Plant-Based Drink D,1469
2025-10-16,East,Carbonated Drink,Carbonated Drink A,1191
2025-10-16,East,Functional Beverage,Functional Beverage D,1213
2025-10-16,East,Milkshake,Milkshake C,1438
2025-10-16,South,Fruit Juice,Fruit Juice B,1130
2025-10-16,South,Carbonated Drink,Carbonated Drink A,1072
2025-10-16,East,Plant-Based Drink,Plant-Based Drink D,1197
2025-10-16,South,Fruit Juice,Fruit Juice D,940
2025-10-16,South,Fruit Juice,Fruit Juice B,1057
2025-10-16,East,Functional Beverage,Functional Beverage A,1018
2025-10-16,North,Carbonated Drink,Carbonated Drink D,1248
2025-10-16,East,Plant-Based Drink,Plant-Based Drink B,983
2025-10-16,East,Plant-Based Drink,Plant-Based Drink A,1420
2025-10-16,North,Milkshake,Milkshake C,941
2025-10-16,South,Fruit Juice,Fruit Juice C,1336
2025-10-16,East,Plant-Based Drink,Plant-Based Drink A,939
2025-10-16,South,Diet Drink,Diet Drink A,317
2025-10-16,North,Diet Drink,Diet Drink C,1040
2025-10-16,South,Carbonated Drink,Carbonated Drink B,1377
2025-10-16,East,Milkshake,Milkshake D,1493
2025-10-16,North,Plant-Based Drink,Plant-Based Drink D,931
2025-10-16,East,Diet Drink,Diet Drink A,1299
2025-10-16,South,Functional Beverage,Functional Beverage D,1151
2025-10-16,North,Milkshake,Milkshake B,1177
2025-10-16,South,Functional Beverage,Functional Beverage D,1050
2025-10-16,East,Fruit Juice,Fruit Juice D,1423
2025-10-16,North,Fruit Juice,Fruit Juice B,1316
2025-10-16,East,Functional Beverage,Functional Beverage B,330
2025-10-16,East,Plant-Based Drink,Plant-Based Drink A,2667
2025-10-16,East,Fruit Juice,Fruit Juice D,1255
2025-10-16,South,Carbonated Drink,Carbonated Drink C,906
2025-10-16,East,Diet Drink,Diet Drink D,1054
2025-10-16,North,Fruit Juice,Fruit Juice B,1233
2025-10-16,East,Plant-Based Drink,Plant-Based Drink C,1351
2025-10-16,North,Plant-Based Drink,Plant-Based Drink A,1048
2025-10-16,South,Functional Beverage,Functional Beverage D,1097
2025-10-16,North,Plant-Based Drink,Plant-Based Drink D,1484
2025-10-16,East,Milkshake,Milkshake D,1192
2025-10-16,North,Functional Beverage,Functional Beverage D,1216
2025-10-16,South,Diet Drink,Diet Drink D,974
2025-10-16,South,Plant-Based Drink,Plant-Based Drink D,958
2025-10-16,South,Plant-Based Drink,Plant-Based Drink A,941
2025-10-16,South,Milkshake,Milkshake B,1354
2025-10-16,South,Plant-Based Drink,Plant-Based Drink D,1251
2025-10-16,South,Plant-Based Drink,Plant-Based Drink A,1474
2025-10-16,East,Milkshake,Milkshake B,1162
2025-10-16,North,Diet Drink,Diet Drink B,996
2025-10-16,South,Milkshake,Milkshake B,1188
