Date,Region,Product Category,Product,Sales
2025-10-13,North,Functional Beverage,Functional Beverage A,319
2025-10-13,North,Plant-Based Drink,Plant-Based Drink C,2607
2025-10-13,South,Fruit Juice,Fruit Juice A,1464
2025-10-13,North,Milkshake,Milkshake A,1095
2025-10-13,East,Carbonated Drink,Carbonated Drink B,1355
2025-10-13,East,Diet Drink,Diet Drink D,1200
2025-10-13,North,Diet Drink,Diet Drink B,1499
2025-10-13,South,Functional Beverage,Functional Beverage B,1050
2025-10-13,North,Milkshake,Milkshake D,1496
2025-10-13,East,Milkshake,Milkshake B,1283
2025-10-13,North,Diet Drink,Diet Drink B,1022
2025-10-13,South,Plant-Based Drink,Plant-Based Drink A,1081
2025-10-13,East,Diet Drink,Diet Drink B,1491
2025-10-13,North,Plant-Based Drink,Plant-Based Drink D,1061
2025-10-13,North,Milkshake,Milkshake A,1236
2025-10-13,North,Milkshake,Milkshake B,1144
2025-10-13,South,Carbonated Drink,Carbonated Drink B,1098
2025-10-13,North,Functional Beverage,Functional Beverage C,1410
2025-10-13,East,Functional Beverage,Functional Beverage A,1355
2025-10-13,East,Fruit Juice,Fruit Juice D,1089
2025-10-13,East,Milkshake,Milkshake D,1065
2025-10-13,East,Fruit Juice,Fruit Juice D,2511
2025-10-13,East,Fruit Juice,Fruit Juice C,1263
2025-10-13,South,Carbonated Drink,Carbonated Drink B,943
2025-10-13,North,Diet Drink,Diet Drink A,906
2025-10-13,North,Diet Drink,Diet Drink B,1229
2025-10-13,South,Functional Beverage,Functional Beverage D,1295
2025-10-13,East,Milkshake,Milkshake D,1471
2025-10-13,North,Functional Beverage,Functional Beverage D,1186
2025-10-13,South,Functional Beverage,Functional Beverage C,927
2025-10-13,North,Plant-Based Drink,Plant-Based Drink B,911
2025-10-13,North,Milkshake,Milkshake A,1266
2025-10-13,North,Plant-Based Drink,Plant-Based Drink A,1327
2025-10-13,South,Carbonated Drink,Carbonated Drink C,1262
2025-10-13,East,Fruit Juice,Fruit Juice D,1034
2025-10-13,East,Carbonated Drink,Carbonated Drink A,1006
2025-10-13,North,Diet Drink,Diet Drink B,1020
2025-10-13,North,Fruit Juice,Fruit Juice B,1454
2025-10-13,North,Fruit Juice,Fruit Juice D,1357
2025-10-13,East,Diet Drink,Diet Drink A,1482
2025-10-13,South,Fruit Juice,Fruit Juice A,1409
2025-10-13,South,Milkshake,Milkshake B,1150
2025-10-13,North,Fruit Juice,Fruit Juice C,1343
2025-10-13,South,Plant-Based Drink,Plant-Based Drink A,1409
2025-10-13,South,Milkshake,Milkshake C,1087
2025-10-13,East,Plant-Based Drink,Plant-Based Drink A,1121
2025-10-13,North,Functional Beverage,Functional Beverage C,1178
2025-10-13,North,Plant-Based Drink,Plant-Based Drink A,1029
2025-10-13,North,Carbonated Drink,Carbonated Drink A,1411
2025-10-13,North,Milkshake,Milkshake B,1456
